# board	channel	time[ps]	E	E_calib	E_short	Flag	board	channel	time[ps]	E	E_calib	E_short	Flag
0.00	0.00	84554813500000.00	390.00	273.44	34.00	nan	0.00	1.00	84554813500000.00	416.00	440.75	38.00	nan
0.00	0.00	84573690444000.00	349.00	244.70	33.00	nan	0.00	1.00	84573690448000.00	157.00	166.34	20.00	nan
0.00	1.00	84592814592000.00	554.00	586.96	53.00	nan	0.00	0.00	84592814600000.00	158.00	110.78	18.00	nan
0.00	1.00	84599807124000.00	439.00	465.12	51.00	nan	0.00	0.00	84599807128000.00	232.00	162.66	25.00	nan
0.00	0.00	84689245464000.00	131.00	91.85	19.00	nan	0.00	1.00	84689245468000.00	161.00	170.58	25.00	nan
0.00	1.00	84726076660000.00	205.00	217.20	24.00	nan	0.00	0.00	84726076660000.00	127.00	89.04	16.00	nan
0.00	1.00	84783391800000.00	647.00	685.50	73.00	nan	0.00	0.00	84783391860000.00	47.00	32.95	15.00	nan
0.00	0.00	84791632036000.00	199.00	139.53	24.00	nan	0.00	1.00	84791632036000.00	331.00	350.69	41.00	nan
0.00	0.00	84798293648000.00	304.00	213.15	35.00	nan	0.00	1.00	84798293648000.00	300.00	317.85	33.00	nan
0.00	1.00	84897739460000.00	602.00	637.82	60.00	nan	0.00	0.00	84897739472000.00	141.00	98.86	21.00	nan
0.00	0.00	84993209884000.00	4095.00	2871.17	649.00	nan	0.00	1.00	84993209900000.00	469.00	496.91	59.00	nan
0.00	1.00	85136863536000.00	621.00	657.95	55.00	nan	0.00	0.00	85136863564000.00	78.00	54.69	17.00	nan
0.00	1.00	85158702376000.00	541.00	573.19	58.00	nan	0.00	0.00	85158702376000.00	199.00	139.53	24.00	nan
0.00	1.00	85213146000000.00	471.00	499.02	52.00	nan	0.00	0.00	85213146008000.00	207.00	145.14	28.00	nan
0.00	1.00	85234532632000.00	326.00	345.40	37.00	nan	0.00	0.00	85234532640000.00	129.00	90.45	20.00	nan
0.00	0.00	85299473900000.00	162.00	113.58	18.00	nan	0.00	1.00	85299473908000.00	173.00	183.29	29.00	nan
0.00	1.00	85308066832000.00	85.00	90.06	15.00	nan	0.00	0.00	85308066840000.00	84.00	58.90	15.00	nan
0.00	0.00	85312043268000.00	266.00	186.50	30.00	nan	0.00	1.00	85312043292000.00	112.00	118.66	24.00	nan
0.00	1.00	85444262008000.00	538.00	570.01	49.00	nan	0.00	0.00	85444262020000.00	123.00	86.24	15.00	nan
0.00	1.00	85455080744000.00	473.00	501.14	48.00	nan	0.00	0.00	85455080760000.00	84.00	58.90	14.00	nan
0.00	1.00	85473806880000.00	246.00	260.64	34.00	nan	0.00	0.00	85473806880000.00	166.00	116.39	19.00	nan
0.00	1.00	85480294172000.00	584.00	618.75	58.00	nan	0.00	0.00	85480294180000.00	122.00	85.54	18.00	nan
0.00	0.00	85532896772000.00	174.00	122.00	16.00	nan	0.00	1.00	85532896776000.00	144.00	152.57	21.00	nan
0.00	0.00	85580310352000.00	270.00	189.31	29.00	nan	0.00	1.00	85580310352000.00	435.00	460.88	46.00	nan
0.00	1.00	85670125292000.00	580.00	614.51	57.00	nan	0.00	0.00	85670125300000.00	153.00	107.27	20.00	nan
0.00	1.00	85678319176000.00	456.00	483.13	48.00	nan	0.00	0.00	85678319180000.00	334.00	234.18	37.00	nan
0.00	1.00	85678319716000.00	78.00	82.64	31.00	nan	0.00	0.00	85678319728000.00	51.00	35.76	20.00	nan
0.00	1.00	85742248448000.00	610.00	646.29	58.00	nan	0.00	0.00	85742248460000.00	96.00	67.31	12.00	nan
0.00	0.00	85795356928000.00	603.00	422.79	44.00	nan	0.00	1.00	85795356956000.00	102.00	108.07	21.00	nan
0.00	1.00	85991681624000.00	606.00	642.06	64.00	nan	0.00	0.00	85991681640000.00	114.00	79.93	17.00	nan
0.00	0.00	85995168352000.00	79.00	55.39	12.00	nan	0.00	1.00	85995168400000.00	73.00	77.34	27.00	nan
0.00	0.00	86076636936000.00	604.00	423.49	57.00	nan	0.00	1.00	86076636940000.00	235.00	248.98	30.00	nan
0.00	1.00	86204409764000.00	541.00	573.19	57.00	nan	0.00	0.00	86204409776000.00	132.00	92.55	19.00	nan
0.00	1.00	86250436376000.00	274.00	290.30	31.00	nan	0.00	0.00	86250436388000.00	89.00	62.40	14.00	nan
0.00	1.00	86310333324000.00	460.00	487.37	51.00	nan	0.00	0.00	86310333332000.00	101.00	70.82	12.00	nan
0.00	1.00	86328719524000.00	569.00	602.86	58.00	nan	0.00	0.00	86328719532000.00	118.00	82.73	15.00	nan
0.00	1.00	86450068204000.00	513.00	543.52	51.00	nan	0.00	0.00	86450068216000.00	123.00	86.24	16.00	nan
0.00	1.00	86478991228000.00	367.00	388.84	44.00	nan	0.00	0.00	86478991232000.00	122.00	85.54	14.00	nan
0.00	1.00	86483014076000.00	490.00	519.15	51.00	nan	0.00	0.00	86483014084000.00	156.00	109.38	19.00	nan
0.00	0.00	86564175344000.00	666.00	466.96	64.00	nan	0.00	1.00	86564175348000.00	214.00	226.73	29.00	nan
0.00	1.00	86642345796000.00	584.00	618.75	49.00	nan	0.00	0.00	86642345816000.00	68.00	47.68	14.00	nan
0.00	1.00	86662353080000.00	460.00	487.37	50.00	nan	0.00	0.00	86662353092000.00	149.00	104.47	19.00	nan
0.00	1.00	86668368112000.00	520.00	550.94	52.00	nan	0.00	0.00	86668368112000.00	260.00	182.30	29.00	nan
0.00	1.00	86703169424000.00	499.00	528.69	59.00	nan	0.00	0.00	86703169428000.00	229.00	160.56	26.00	nan
0.00	1.00	86819711120000.00	577.00	611.33	64.00	nan	0.00	0.00	86819711136000.00	80.00	56.09	13.00	nan
0.00	1.00	86857061184000.00	394.00	417.44	42.00	nan	0.00	0.00	86857061188000.00	297.00	208.24	26.00	nan
0.00	1.00	86891806948000.00	633.00	670.66	68.00	nan	0.00	0.00	86891806972000.00	66.00	46.28	16.00	nan
0.00	1.00	87135951948000.00	565.00	598.62	61.00	nan	0.00	0.00	87135951960000.00	96.00	67.31	13.00	nan
0.00	1.00	87369685952000.00	372.00	394.13	36.00	nan	0.00	0.00	87369685984000.00	55.00	38.56	11.00	nan
0.00	1.00	87414852168000.00	540.00	572.13	62.00	nan	0.00	0.00	87414852176000.00	190.00	133.22	23.00	nan
0.00	1.00	87480167996000.00	319.00	337.98	39.00	nan	0.00	0.00	87480168012000.00	76.00	53.29	15.00	nan
0.00	0.00	87499813536000.00	595.00	417.18	53.00	nan	0.00	1.00	87499813540000.00	257.00	272.29	37.00	nan
0.00	1.00	87499814108000.00	35.00	37.08	15.00	nan	0.00	0.00	87499814140000.00	58.00	40.67	23.00	nan
0.00	0.00	87533484624000.00	49.00	34.36	13.00	nan	0.00	1.00	87533484640000.00	74.00	78.40	22.00	nan
0.00	1.00	87589368072000.00	256.00	271.23	31.00	nan	0.00	0.00	87589368084000.00	108.00	75.72	17.00	nan
0.00	0.00	87605373804000.00	1847.00	1295.01	138.00	nan	0.00	1.00	87605373828000.00	166.00	175.88	27.00	nan
0.00	0.00	87630323932000.00	613.00	429.80	55.00	nan	0.00	1.00	87630323960000.00	90.00	95.36	22.00	nan
0.00	1.00	87897996556000.00	547.00	579.55	61.00	nan	0.00	0.00	87897996560000.00	186.00	130.41	23.00	nan
0.00	0.00	87913336100000.00	454.00	318.32	44.00	nan	0.00	1.00	87913336104000.00	283.00	299.84	34.00	nan
0.00	1.00	87973447856000.00	250.00	264.88	27.00	nan	0.00	0.00	87973447864000.00	152.00	106.57	19.00	nan
0.00	1.00	88130292924000.00	642.00	680.20	58.00	nan	0.00	0.00	88130292944000.00	96.00	67.31	17.00	nan
0.00	0.00	88200034300000.00	631.00	442.42	55.00	nan	0.00	1.00	88200034308000.00	219.00	232.03	32.00	nan
0.00	1.00	88324582224000.00	537.00	568.95	52.00	nan	0.00	0.00	88324582232000.00	189.00	132.51	26.00	nan
0.00	1.00	88324583376000.00	30.00	31.79	12.00	nan	0.00	0.00	88324583464000.00	4.00	2.80	6.00	nan
0.00	1.00	88337794840000.00	207.00	219.32	27.00	nan	0.00	0.00	88337794844000.00	144.00	100.96	17.00	nan
0.00	1.00	88483316956000.00	515.00	545.64	55.00	nan	0.00	0.00	88483316960000.00	281.00	197.02	31.00	nan
0.00	0.00	88483317488000.00	40.00	28.05	18.00	nan	0.00	1.00	88483317516000.00	76.00	80.52	23.00	nan
0.00	1.00	88913868532000.00	621.00	657.95	64.00	nan	0.00	0.00	88913868544000.00	119.00	83.44	18.00	nan
0.00	1.00	88980117268000.00	232.00	245.80	35.00	nan	0.00	0.00	88980117272000.00	136.00	95.36	18.00	nan
0.00	1.00	89111929292000.00	566.00	599.68	52.00	nan	0.00	0.00	89111929312000.00	102.00	71.52	15.00	nan
0.00	1.00	89211227816000.00	592.00	627.22	58.00	nan	0.00	0.00	89211227836000.00	92.00	64.50	15.00	nan
0.00	1.00	89251107320000.00	520.00	550.94	48.00	nan	0.00	0.00	89251107328000.00	174.00	122.00	24.00	nan
0.00	1.00	89296037564000.00	415.00	439.69	40.00	nan	0.00	0.00	89296037588000.00	54.00	37.86	9.00	nan
0.00	1.00	89479376796000.00	361.00	382.48	43.00	nan	0.00	0.00	89479376808000.00	112.00	78.53	16.00	nan
0.00	1.00	89734225996000.00	378.00	400.49	48.00	nan	0.00	0.00	89734226004000.00	136.00	95.36	17.00	nan
0.00	0.00	89853911000000.00	293.00	205.43	32.00	nan	0.00	1.00	89853911008000.00	146.00	154.69	23.00	nan
0.00	1.00	89878378136000.00	507.00	537.17	48.00	nan	0.00	0.00	89878378144000.00	200.00	140.23	26.00	nan
0.00	0.00	89897710632000.00	371.00	260.12	39.00	nan	0.00	1.00	89897710652000.00	179.00	189.65	28.00	nan
0.00	0.00	89969375184000.00	124.00	86.94	16.00	nan	0.00	1.00	89969375208000.00	80.00	84.76	20.00	nan
0.00	0.00	90017043492000.00	1715.00	1202.46	119.00	nan	0.00	1.00	90017043508000.00	147.00	155.75	23.00	nan
0.00	1.00	90107737268000.00	316.00	334.80	37.00	nan	0.00	0.00	90107737280000.00	110.00	77.13	17.00	nan
0.00	1.00	90129489988000.00	118.00	125.02	21.00	nan	0.00	0.00	90129489988000.00	121.00	84.84	19.00	nan
0.00	1.00	90220291508000.00	600.00	635.70	54.00	nan	0.00	0.00	90220291532000.00	53.00	37.16	10.00	nan
0.00	1.00	90287105584000.00	270.00	286.06	38.00	nan	0.00	0.00	90287105596000.00	47.00	32.95	12.00	nan
0.00	1.00	90307951112000.00	579.00	613.45	59.00	nan	0.00	0.00	90307951128000.00	103.00	72.22	18.00	nan
0.00	1.00	90317365936000.00	632.00	669.60	68.00	nan	0.00	0.00	90317365944000.00	132.00	92.55	19.00	nan
0.00	0.00	90355080432000.00	534.00	374.41	50.00	nan	0.00	1.00	90355080448000.00	146.00	154.69	24.00	nan
0.00	0.00	90400168476000.00	137.00	96.06	18.00	nan	0.00	1.00	90400168488000.00	119.00	126.08	23.00	nan
0.00	1.00	90440004496000.00	537.00	568.95	49.00	nan	0.00	0.00	90440004512000.00	91.00	63.80	16.00	nan
0.00	0.00	90615729004000.00	419.00	293.78	41.00	nan	0.00	1.00	90615729008000.00	399.00	422.74	52.00	nan
0.00	0.00	90668314080000.00	530.00	371.60	45.00	nan	0.00	1.00	90668314092000.00	202.00	214.02	28.00	nan
0.00	0.00	90781986968000.00	243.00	170.38	28.00	nan	0.00	1.00	90781986976000.00	141.00	149.39	19.00	nan
0.00	0.00	90814361856000.00	379.00	265.73	34.00	nan	0.00	1.00	90814361860000.00	394.00	417.44	49.00	nan
0.00	1.00	90855983372000.00	590.00	625.11	58.00	nan	0.00	0.00	90855983380000.00	116.00	81.33	15.00	nan
0.00	1.00	90868893724000.00	294.00	311.49	43.00	nan	0.00	0.00	90868893728000.00	268.00	187.91	36.00	nan
0.00	1.00	90881723132000.00	565.00	598.62	55.00	nan	0.00	0.00	90881723144000.00	159.00	111.48	23.00	nan
0.00	1.00	90996587056000.00	285.00	301.96	39.00	nan	0.00	0.00	90996587056000.00	125.00	87.64	16.00	nan
0.00	0.00	91044245592000.00	158.00	110.78	18.00	nan	0.00	1.00	91044245596000.00	248.00	262.76	32.00	nan
0.00	0.00	91146069612000.00	710.00	497.81	66.00	nan	0.00	1.00	91146069648000.00	75.00	79.46	22.00	nan
0.00	1.00	91177844260000.00	599.00	634.64	58.00	nan	0.00	0.00	91177844320000.00	46.00	32.25	15.00	nan
0.00	1.00	91209789372000.00	403.00	426.98	42.00	nan	0.00	0.00	91209789424000.00	48.00	33.65	13.00	nan
0.00	0.00	91227463280000.00	115.00	80.63	17.00	nan	0.00	1.00	91227463284000.00	113.00	119.72	19.00	nan
0.00	0.00	91261977740000.00	430.00	301.49	45.00	nan	0.00	1.00	91261977740000.00	405.00	429.10	50.00	nan
0.00	1.00	91312619936000.00	582.00	616.63	64.00	nan	0.00	0.00	91312619944000.00	134.00	93.95	19.00	nan
0.00	1.00	91356515576000.00	601.00	636.76	57.00	nan	0.00	0.00	91356515596000.00	75.00	52.59	12.00	nan
0.00	1.00	91393169260000.00	457.00	484.19	45.00	nan	0.00	0.00	91393169264000.00	220.00	154.25	24.00	nan
0.00	1.00	91458976776000.00	598.00	633.58	57.00	nan	0.00	0.00	91458976800000.00	90.00	63.10	16.00	nan
0.00	1.00	91498685020000.00	594.00	629.34	70.00	nan	0.00	0.00	91498685028000.00	131.00	91.85	14.00	nan
0.00	0.00	91502758788000.00	193.00	135.32	24.00	nan	0.00	1.00	91502758800000.00	127.00	134.56	20.00	nan
0.00	1.00	91519008500000.00	437.00	463.00	49.00	nan	0.00	0.00	91519008508000.00	217.00	152.15	27.00	nan
0.00	0.00	91534909152000.00	293.00	205.43	31.00	nan	0.00	1.00	91534909156000.00	236.00	250.04	31.00	nan
0.00	1.00	91579509380000.00	634.00	671.72	53.00	nan	0.00	0.00	91579509404000.00	85.00	59.60	17.00	nan
0.00	1.00	91580029200000.00	477.00	505.38	56.00	nan	0.00	0.00	91580029208000.00	161.00	112.88	20.00	nan
0.00	1.00	91626438648000.00	566.00	599.68	54.00	nan	0.00	0.00	91626438664000.00	88.00	61.70	13.00	nan
0.00	1.00	91643088920000.00	561.00	594.38	64.00	nan	0.00	0.00	91643088928000.00	122.00	85.54	20.00	nan
0.00	1.00	91692411720000.00	555.00	588.02	60.00	nan	0.00	0.00	91692411728000.00	140.00	98.16	17.00	nan
0.00	1.00	91701101252000.00	225.00	238.39	24.00	nan	0.00	0.00	91701101252000.00	267.00	187.20	30.00	nan
0.00	1.00	91851761108000.00	611.00	647.36	58.00	nan	0.00	0.00	91851761116000.00	96.00	67.31	13.00	nan
0.00	0.00	91855861504000.00	445.00	312.01	45.00	nan	0.00	1.00	91855861524000.00	136.00	144.09	26.00	nan
0.00	1.00	91862644536000.00	528.00	559.42	54.00	nan	0.00	0.00	91862644540000.00	254.00	178.09	27.00	nan
0.00	0.00	91862645064000.00	38.00	26.64	17.00	nan	0.00	1.00	91862645096000.00	69.00	73.11	28.00	nan
0.00	0.00	92001260624000.00	593.00	415.78	49.00	nan	0.00	1.00	92001260636000.00	100.00	105.95	24.00	nan
0.00	1.00	92144049200000.00	333.00	352.81	35.00	nan	0.00	0.00	92144049216000.00	82.00	57.49	12.00	nan
0.00	1.00	92146886028000.00	410.00	434.39	43.00	nan	0.00	0.00	92146886036000.00	141.00	98.86	16.00	nan
0.00	1.00	92216661512000.00	532.00	563.65	61.00	nan	0.00	0.00	92216661516000.00	240.00	168.27	26.00	nan
0.00	1.00	92282489352000.00	246.00	260.64	31.00	nan	0.00	0.00	92282489440000.00	43.00	30.15	16.00	nan
0.00	0.00	92291855600000.00	1364.00	956.36	96.00	nan	0.00	1.00	92291855604000.00	444.00	470.42	44.00	nan
0.00	1.00	92318907368000.00	524.00	555.18	60.00	nan	0.00	0.00	92318907376000.00	135.00	94.65	19.00	nan
0.00	1.00	92319824700000.00	365.00	386.72	36.00	nan	0.00	0.00	92319824708000.00	141.00	98.86	18.00	nan
0.00	1.00	92341904912000.00	552.00	584.84	48.00	nan	0.00	0.00	92341904928000.00	107.00	75.02	15.00	nan
0.00	0.00	92373331780000.00	266.00	186.50	31.00	nan	0.00	1.00	92373331816000.00	82.00	86.88	25.00	nan
0.00	1.00	92488151528000.00	544.00	576.37	56.00	nan	0.00	0.00	92488151536000.00	210.00	147.24	26.00	nan
0.00	0.00	92497791692000.00	518.00	363.19	46.00	nan	0.00	1.00	92497791704000.00	149.00	157.87	24.00	nan
0.00	1.00	92500932220000.00	275.00	291.36	30.00	nan	0.00	0.00	92500932248000.00	41.00	28.75	9.00	nan
0.00	0.00	92553915392000.00	651.00	456.44	61.00	nan	0.00	1.00	92553915416000.00	132.00	139.85	25.00	nan
0.00	0.00	92571058860000.00	595.00	417.18	56.00	nan	0.00	1.00	92571058888000.00	87.00	92.18	21.00	nan
0.00	0.00	92607154380000.00	688.00	482.38	66.00	nan	0.00	1.00	92607154384000.00	224.00	237.33	27.00	nan
0.00	1.00	92731184108000.00	444.00	470.42	46.00	nan	0.00	0.00	92731184124000.00	95.00	66.61	15.00	nan
0.00	1.00	92795706904000.00	2.00	2.12	4.00	nan	0.00	0.00	92795706964000.00	524.00	367.40	50.00	nan
0.00	1.00	92879286968000.00	317.00	335.86	42.00	nan	0.00	0.00	92879286972000.00	102.00	71.52	16.00	nan
0.00	1.00	92917590984000.00	400.00	423.80	49.00	nan	0.00	0.00	92917590984000.00	299.00	209.64	32.00	nan
0.00	1.00	93120112876000.00	221.00	234.15	29.00	nan	0.00	0.00	93120112876000.00	189.00	132.51	24.00	nan
0.00	0.00	93203770204000.00	219.00	153.55	25.00	nan	0.00	1.00	93203770208000.00	186.00	197.07	25.00	nan
0.00	0.00	93206166892000.00	415.00	290.97	40.00	nan	0.00	1.00	93206166892000.00	438.00	464.06	53.00	nan
0.00	0.00	93206167420000.00	53.00	37.16	21.00	nan	0.00	1.00	93206167448000.00	65.00	68.87	22.00	nan
0.00	1.00	93265638360000.00	526.00	557.30	56.00	nan	0.00	0.00	93265638368000.00	188.00	131.81	21.00	nan
0.00	0.00	93335387628000.00	404.00	283.26	36.00	nan	0.00	1.00	93335387632000.00	284.00	300.90	38.00	nan
0.00	1.00	93336177588000.00	6.00	6.36	3.00	nan	0.00	0.00	93336177656000.00	241.00	168.97	30.00	nan
0.00	1.00	93453631848000.00	602.00	637.82	53.00	nan	0.00	0.00	93453631868000.00	71.00	49.78	11.00	nan
0.00	1.00	93715201716000.00	560.00	593.32	61.00	nan	0.00	0.00	93715201728000.00	63.00	44.17	11.00	nan
0.00	1.00	93789991728000.00	625.00	662.19	61.00	nan	0.00	0.00	93789991752000.00	64.00	44.87	13.00	nan
0.00	1.00	93823454556000.00	505.00	535.05	52.00	nan	0.00	0.00	93823454560000.00	147.00	103.07	17.00	nan
0.00	1.00	94024719336000.00	239.00	253.22	34.00	nan	0.00	0.00	94024719336000.00	207.00	145.14	24.00	nan
0.00	1.00	94032405312000.00	187.00	198.13	27.00	nan	0.00	0.00	94032405312000.00	142.00	99.56	22.00	nan
0.00	0.00	94100171052000.00	400.00	280.46	32.00	nan	0.00	1.00	94100171068000.00	125.00	132.44	20.00	nan
0.00	0.00	94126767992000.00	205.00	143.73	24.00	nan	0.00	1.00	94126768032000.00	63.00	66.75	18.00	nan
0.00	1.00	94169955844000.00	581.00	615.57	56.00	nan	0.00	0.00	94169955852000.00	93.00	65.21	14.00	nan
0.00	1.00	94247138664000.00	605.00	641.00	66.00	nan	0.00	0.00	94247138688000.00	64.00	44.87	11.00	nan
0.00	1.00	94269324312000.00	472.00	500.08	48.00	nan	0.00	0.00	94269324340000.00	58.00	40.67	14.00	nan
0.00	1.00	94287001544000.00	200.00	211.90	28.00	nan	0.00	0.00	94287001544000.00	101.00	70.82	13.00	nan
0.00	1.00	94368337512000.00	522.00	553.06	51.00	nan	0.00	0.00	94368337520000.00	184.00	129.01	23.00	nan
0.00	0.00	94384121976000.00	290.00	203.33	32.00	nan	0.00	1.00	94384121988000.00	161.00	170.58	24.00	nan
0.00	1.00	94397166672000.00	561.00	594.38	49.00	nan	0.00	0.00	94397166688000.00	115.00	80.63	20.00	nan
0.00	1.00	94421616188000.00	566.00	599.68	57.00	nan	0.00	0.00	94421616200000.00	88.00	61.70	16.00	nan
0.00	1.00	94481803408000.00	584.00	618.75	56.00	nan	0.00	0.00	94481803428000.00	69.00	48.38	12.00	nan
0.00	0.00	94622173484000.00	275.00	192.81	28.00	nan	0.00	1.00	94622173492000.00	298.00	315.73	38.00	nan
0.00	1.00	94729524648000.00	582.00	616.63	57.00	nan	0.00	0.00	94729524664000.00	74.00	51.88	16.00	nan
0.00	1.00	94768546900000.00	612.00	648.41	54.00	nan	0.00	0.00	94768546964000.00	33.00	23.14	13.00	nan
0.00	1.00	94779524684000.00	589.00	624.05	64.00	nan	0.00	0.00	94779524692000.00	120.00	84.14	15.00	nan
0.00	1.00	95073078616000.00	573.00	607.09	62.00	nan	0.00	0.00	95073078628000.00	138.00	96.76	19.00	nan
0.00	1.00	95097973136000.00	368.00	389.90	44.00	nan	0.00	0.00	95097973140000.00	88.00	61.70	14.00	nan
0.00	0.00	95216526780000.00	198.00	138.83	23.00	nan	0.00	1.00	95216526784000.00	195.00	206.60	24.00	nan
0.00	1.00	95228026456000.00	547.00	579.55	53.00	nan	0.00	0.00	95228026472000.00	121.00	84.84	13.00	nan
0.00	1.00	95366062692000.00	433.00	458.76	43.00	nan	0.00	0.00	95366062712000.00	79.00	55.39	13.00	nan
0.00	1.00	95559194656000.00	536.00	567.89	54.00	nan	0.00	0.00	95559194664000.00	233.00	163.37	26.00	nan
0.00	0.00	95564647568000.00	169.00	118.49	19.00	nan	0.00	1.00	95564647576000.00	189.00	200.25	30.00	nan
0.00	0.00	95570744672000.00	173.00	121.30	24.00	nan	0.00	1.00	95570744680000.00	158.00	167.40	27.00	nan
0.00	1.00	95599443988000.00	200.00	211.90	24.00	nan	0.00	0.00	95599443988000.00	202.00	141.63	21.00	nan
0.00	1.00	95758253776000.00	579.00	613.45	57.00	nan	0.00	0.00	95758253796000.00	64.00	44.87	13.00	nan
0.00	1.00	95825617312000.00	142.00	150.45	29.00	nan	0.00	0.00	95825617340000.00	34.00	23.84	11.00	nan
0.00	1.00	95826292924000.00	479.00	507.50	54.00	nan	0.00	0.00	95826292928000.00	293.00	205.43	32.00	nan
0.00	0.00	95826293468000.00	33.00	23.14	17.00	nan	0.00	1.00	95826293484000.00	70.00	74.17	24.00	nan
0.00	0.00	95981421436000.00	1076.00	754.43	84.00	nan	0.00	1.00	95981421444000.00	151.00	159.99	22.00	nan
0.00	1.00	96083255120000.00	595.00	630.40	56.00	nan	0.00	0.00	96083255140000.00	70.00	49.08	15.00	nan
0.00	1.00	96114991844000.00	590.00	625.11	56.00	nan	0.00	0.00	96114991856000.00	163.00	114.29	20.00	nan
0.00	1.00	96135522264000.00	271.00	287.12	32.00	nan	0.00	0.00	96135522332000.00	44.00	30.85	15.00	nan
0.00	1.00	96156339712000.00	606.00	642.06	64.00	nan	0.00	0.00	96156339724000.00	82.00	57.49	12.00	nan
0.00	1.00	96170331404000.00	590.00	625.11	65.00	nan	0.00	0.00	96170331412000.00	133.00	93.25	19.00	nan
0.00	0.00	96217341452000.00	783.00	548.99	71.00	nan	0.00	1.00	96217341456000.00	238.00	252.16	28.00	nan
0.00	0.00	96270002312000.00	380.00	266.43	40.00	nan	0.00	1.00	96270002316000.00	280.00	296.66	37.00	nan
0.00	0.00	96367198128000.00	177.00	124.10	25.00	nan	0.00	1.00	96367198136000.00	152.00	161.04	26.00	nan
0.00	1.00	96477130216000.00	489.00	518.10	48.00	nan	0.00	0.00	96477130224000.00	229.00	160.56	26.00	nan
0.00	0.00	96486756908000.00	174.00	122.00	19.00	nan	0.00	1.00	96486756928000.00	107.00	113.37	19.00	nan
0.00	1.00	96487284732000.00	367.00	388.84	42.00	nan	0.00	0.00	96487284736000.00	301.00	211.04	38.00	nan
0.00	0.00	96566482580000.00	358.00	251.01	37.00	nan	0.00	1.00	96566482596000.00	154.00	163.16	26.00	nan
0.00	1.00	96664276136000.00	1689.00	1789.50	138.00	nan	0.00	0.00	96664276144000.00	498.00	349.17	47.00	nan
0.00	0.00	96793530756000.00	32.00	22.44	19.00	nan	0.00	1.00	96793530832000.00	152.00	161.04	25.00	nan
0.00	1.00	96827780212000.00	640.00	678.08	56.00	nan	0.00	0.00	96827780280000.00	46.00	32.25	15.00	nan
0.00	0.00	96896221552000.00	116.00	81.33	15.00	nan	0.00	1.00	96896221556000.00	65.00	68.87	14.00	nan
0.00	1.00	96967166548000.00	187.00	198.13	24.00	nan	0.00	0.00	96967166596000.00	43.00	30.15	16.00	nan
0.00	0.00	97039929104000.00	315.00	220.86	27.00	nan	0.00	1.00	97039929108000.00	200.00	211.90	24.00	nan
0.00	1.00	97041668204000.00	400.00	423.80	38.00	nan	0.00	0.00	97041668204000.00	273.00	191.41	30.00	nan
0.00	1.00	97118162540000.00	616.00	652.65	58.00	nan	0.00	0.00	97118162560000.00	91.00	63.80	12.00	nan
0.00	1.00	97207862192000.00	497.00	526.57	52.00	nan	0.00	0.00	97207862192000.00	234.00	164.07	28.00	nan
0.00	1.00	97220032472000.00	131.00	138.79	18.00	nan	0.00	0.00	97220032480000.00	105.00	73.62	17.00	nan
0.00	1.00	97323336080000.00	438.00	464.06	46.00	nan	0.00	0.00	97323336088000.00	99.00	69.41	17.00	nan
0.00	1.00	97486096820000.00	429.00	454.53	38.00	nan	0.00	0.00	97486096852000.00	70.00	49.08	17.00	nan
0.00	1.00	97534210332000.00	446.00	472.54	52.00	nan	0.00	0.00	97534210336000.00	331.00	232.08	36.00	nan
0.00	1.00	97534210856000.00	77.00	81.58	27.00	nan	0.00	0.00	97534210896000.00	30.00	21.03	15.00	nan
0.00	1.00	97544976208000.00	205.00	217.20	28.00	nan	0.00	0.00	97544976228000.00	78.00	54.69	15.00	nan
0.00	1.00	97793673880000.00	523.00	554.12	54.00	nan	0.00	0.00	97793673896000.00	113.00	79.23	18.00	nan
0.00	1.00	97803244092000.00	192.00	203.42	22.00	nan	0.00	0.00	97803244096000.00	150.00	105.17	16.00	nan
0.00	1.00	97811576072000.00	42.00	44.50	16.00	nan	0.00	0.00	97811576084000.00	952.00	667.49	79.00	nan
